HPA059367_SBA1_rep1,HPA006360_SBA1_rep1,HPA063011_SBA1_rep1,HPA070467_SBA1_rep1,HPA034492_SBA1_rep1,HPA036898_SBA1_rep1,HPA067758_SBA1_rep1,HPA028487_SBA2_rep1,HPA022128_SBA2_rep1,HPA046579_SBA2_rep1,HPA008241_SBA2_rep1,HPA028414_SBA2_rep1,HPA017380_SBA2_rep1,HPA021368_SBA2_rep1,HPA008395_SBA2_rep1,HPA044540_SBA3_rep1,HPA047151_SBA3_rep1,HPA055767_SBA3_rep1,HPA001373_SBA4_rep1,HPA041471_SBA4_rep1,HPA027735_SBA4_rep1,HPA029237_SBA4_rep1,HPA014326_SBA4_rep1
0.6522570707164944,,0.10221648991383393,-1.1710389436752426,0.2051730545522098,0.3111185437288768,0.07403310559703903,0.41889668290210075,-1.5908460062221024,-0.6114163986718454,0.6459646749669673,0.8093489672194574,-1.1820797344262626,0.6539462388170343,1.2725263847404997,-0.7669733388945005,-0.4553688434815836,-0.880806969624528,-1.5464953864419013,0.1650177870569112,-0.6245933617690823,0.0555314808053262,0.7630300406600617
1.1928082815816985,0.17754624364197055,0.4171417977549572,-0.6103505721443346,0.5578448261946101,-0.6590853398638591,0.051614082679366464,0.6445834385137905,-1.1988455544115166,-0.23363837930145648,1.005090071949518,1.917515162268604,-0.29143146041476337,0.9655087356082899,0.8156713380209583,-0.34123383709588745,-0.9053825008030144,,,0.7936392151995734,-1.2196003895562981,-0.154345902786415,1.4057307387216373
-1.2176884299424109,-1.4830464796746285,-0.22909889178773107,-0.28526734964826655,0.4359946007012024,0.01627658196593578,0.21382451247614953,-0.05704887173659654,0.04106953620629657,0.6676008881966999,0.30690645179932674,-1.0404525609401574,-0.07764508618796029,0.359036680631643,0.36672652138023926,0.5330514851859925,,,0.22815164250754544,-1.708506040683664,0.8780090590384547,1.305416461564694,-0.42340548989958593
2.82962440693988,,1.4610936715606715,0.4237873863711955,0.08455067483693046,-0.5273855076754786,0.6989097821262978,0.023237828605263033,-1.1920252553248742,-1.0693262033435467,1.0301367036652151,1.4569284612566773,-0.16347165634169314,1.767461489321545,2.0095870260083504,0.10038756776303535,0.23253216372273539,-0.2707330378441753,0.8662945100711703,0.5939333268150802,-0.9939049762665243,-1.7140500272975432,1.902538845932789
-1.2403599801578735,1.3826012932528815,-0.34760981699574106,-0.5165455192250007,0.6443522809925045,0.8177866705994854,-0.04286739936465991,1.1669699880077453,1.7453151720013869,-0.3071052343874569,-1.9403544371378545,-1.4419787549060208,0.7141329627576023,-2.1405779219849754,-1.1099087015924143,-1.5547061914982927,,,,-1.0077631209628588,-1.2921932458545284,0.9230826282550226,-0.7124199410236873
-1.3725428858850752,,0.37527689673949804,1.0692870439720934,0.025781353294899157,0.16819060526301388,0.11436900044481156,0.602364468382191,-0.4615580767995203,0.01772583761005172,0.2011691231758645,-0.4408611146676525,-0.17332563882009633,0.0077078460603611535,0.5694473590884727,1.4182158840393346,1.7826898312669537,,,0.9203023768964433,0.5042481010564365,1.0114595866433547,-0.6000038608286529
-0.31186787699644136,-0.3969108297420626,-0.7373460985415596,-0.5517405691697023,-0.018144413995146075,0.7762686392620656,-0.3853372464642117,1.0981999203432544,1.5114957284142125,-0.2701945229686192,-2.0107843218248984,-1.0097450654852607,1.628305231523328,-2.660629800274301,-1.3078385209510288,0.5397465099456698,-1.5674200759274648,-0.8018834978649365,,2.0718737351800223,-0.23093972171677762,0.19419819813762496,-0.3665522895322864
1.284757179975632,-0.6479064327738913,-0.3358337756052507,1.718606998248338,-0.627246098904209,-1.1683825961525414,-0.15474594211191592,-1.2351879243365147,-0.25939919548610263,0.8233346768828543,0.6257281511361987,-0.05863330662106076,-0.5924430822229644,0.5800406115334155,0.027511159219824763,-0.7013585889065607,-0.789084200324643,-0.35809268470072786,,-0.6394453520899527,-0.5882485019234824,-0.8745076547827159,0.6238708910611189
0.21096358499988555,-0.5223855841756857,0.024587428835029967,0.26677687831898195,-0.31971985518936374,-0.22655802139892864,-0.6291391131281586,-0.09199839312009651,-0.07666055606761304,0.4634975203356043,0.18249129472083153,-0.5220731625801889,0.21016099174126934,-0.32484184256069865,0.29418622472981637,-1.192766908074798,0.1532179870465351,-0.22445688365516625,,2.3069008630527645,-0.3834825334315266,-1.4585662301289817,0.5694974911506758
-1.092032353490531,-0.26613780851733904,-0.10804145767377629,0.47681603511205417,0.12967901119947564,1.121171161064712,-0.7637676833714557,0.9510002520470662,0.871106015990573,0.5489007429299455,-0.8824793656678821,-0.5294747951230684,0.7897248479435868,0.00571980464494791,-0.12988175777813307,-1.0904949102190948,-0.7513990910785722,0.9626938815014882,1.6179667058578648,-0.6579177252677959,-0.14078296006492227,-0.5008654657401573,-0.22092744530782973
0.6054185310373947,,-0.07181918804587308,1.1095175921347955,-0.08773594139624817,-0.2476729729476242,1.5385561534238323,-0.4866207540830792,-0.16118797960125533,0.2263810672514897,-0.26428605610779804,0.43870655071378195,0.23903111403464158,0.8331587627972922,0.03256682976594915,1.810715988627296,2.8566044502770884,,,0.5633999243510761,-0.3108344093839389,-1.555005855953181,0.8108701653025638
-1.373381541869987,-1.3194365706321172,-1.8723798850804951,0.34436533983383605,-0.6506624235674416,-1.3660428074534487,-1.57950826800786,0.18884552659449208,3.7808415493467744,0.4835656116471491,-7.610462007301696,-2.055067565000223,0.4214880797863758,-3.0000431667562437,-8.851258868556668,,1.7417728300596544,,,0.48344584705321675,0.8876436065443317,-0.742184954864275,0.16092000384194652
-0.5786337038707325,,0.0698034789418303,-1.2152639851917835,0.15359603566038318,1.9191960902425225,-0.1718942429789079,-0.05977369403814874,-0.3995853229665409,0.6653639469607627,0.0636821175752458,-0.10273495606414065,-0.27722006113618963,0.33099990006049373,0.657702700956034,,,,,-1.0166164583460608,0.12885645480582106,0.6520157466555885,-0.8372931337638674
0.6517203271827107,1.1880064936121149,-0.651612121181983,0.5341000013712079,-0.12523195164133735,-0.37899706722448095,-1.0982928692973921,-1.0390080966874986,0.6620744999373656,-0.538616321053782,-2.145479838601726,0.835563528670081,-0.22434672201078218,,-3.9451337628075045,-1.1708698291550854,0.5579886253937492,-1.0662584467492981,1.320082376113657,-0.49726636111656747,0.886113952819613,-0.8297171428785756,1.478304242049202
-1.025809385354081,-0.22828663484995204,-0.4136016522051211,-0.28208510762442646,0.3331071004946272,0.07012620810902738,0.39602614713702183,1.1284112148217305,-0.28668738820729694,-0.16392056376210049,0.19958812077665483,-0.33436045622400756,-0.0957396030953197,0.5211944157278088,0.7126737468980355,,1.3635500675198846,,,0.15592232414718546,-0.041006597531204655,0.16557921102741968,-0.3353992801573492
1.6169657851117893,-0.15994227342615647,0.9605499734394245,1.2522617342454796,0.18997147895955266,0.08708715818833783,0.4589681441281229,-0.3012381206245301,-0.500632198309831,-1.217769651431812,0.5660317580880992,1.004376896829708,-0.34065333642237083,1.5697838141187024,-0.3603176685571095,0.35774334689582793,-0.7554834811337434,-0.6756013032958059,,-0.03508441691407639,0.2477541840905193,-0.4299760840697722,1.9901973032660887
-0.7179935842917413,0.1301279502863255,0.2902089552470208,0.1522321827623224,0.029640622866643537,1.3249333494879105,0.4076110443915427,0.1437205620875993,0.35296078096378697,0.18203692195482277,-0.6241208543730594,-0.6955915101580394,0.7356823843492558,-1.0193934655907264,0.16237938226083082,1.550206601369257,-1.3697393460377643,-0.7000630342755851,,0.07988386639013716,0.7332535543104831,0.06513224859331565,-0.7743241883085074
-0.2284110546029728,-0.4194230323204197,-0.5967848120075119,-1.3205549471801261,0.07783406938012433,0.8546605335354279,2.559064499889793,1.4784443623871677,1.866186632340586,1.4844652467737347,-1.2032191592794717,-0.9847069915979931,2.4374230287612497,-1.210848610958628,-0.21763815178843018,-0.4130714605811192,-1.2697944918772925,2.7726249200114026,,0.7050016115802178,-0.6691989542278073,-0.35053831906285304,0.17165274932230515
0.7712230336336754,0.4645626402954604,0.06016320545790706,-0.08601072087911879,0.507081897423111,-0.27604222809727263,0.5026959793430492,3.9841230647610066,4.978966359859166,3.1660212635830334,-3.228365952450056,-1.47230749597101,5.996266913959341,-3.8852087220976013,-2.1920762745415754,-2.4642483393474333,-1.6055104294171627,1.5328174442128861,,0.9550282676902112,0.04116044045028278,0.5574441663830147,-0.4428989443783494
0.09570855050946947,,1.1871405866137341,0.8032056695527942,-0.09015945351625029,-3.129322483497029,0.6401177522005019,-0.5315080195212217,1.5401659977642526,-0.34316205699633934,0.28762529289500904,0.19241230919742489,1.3226592494898421,-1.801552766271587,-0.9203235609596764,-1.0108293931750316,1.4551170110506366,-0.3018814384240767,,-0.4812361160940627,-1.6706404918649211,-0.20403735789434477,2.0362199480528207
0.01190186935955736,-0.2957330418066275,0.016309656370680808,0.04028331631756376,-0.4252978735217572,1.2645580620899293,0.3422770723343225,-0.5496718518450865,0.9389854514357933,0.16723824271295637,-0.4101766405648987,-0.08716855109402233,1.0644782772031356,-1.3727143331726332,-0.9471604577216788,1.12772166767607,-0.14519503854243293,,,0.7780868920311257,0.563671591197509,0.7763519203380409,-0.6009971144411143
