mean_test_score,std_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score
0.5373529411764706,0.07651484866610558,0.4296218487394958,0.621978021978022,0.5714285714285714,0.6,0.46373626373626375
0.532689075630252,0.09841868649051282,0.43487394957983194,0.5362637362637362,0.7131868131868131,0.5252747252747253,0.4538461538461539
0.5449806076276665,0.14025462723932036,0.41281512605042026,0.5978021978021979,0.7956043956043956,0.4417582417582418,0.47692307692307695
0.5721913380736909,0.08606130438101225,0.4411764705882353,0.6087912087912088,0.7054945054945055,0.5516483516483517,0.5538461538461539
0.5293212669683258,0.08843238936313205,0.46638655462184875,0.6505494505494506,0.6131868131868132,0.41758241758241765,0.4989010989010989
0.5165546218487396,0.07808171857548181,0.4684873949579832,0.621978021978022,0.5626373626373626,0.39560439560439564,0.5340659340659341
0.4820232708468003,0.08476541878354776,0.4474789915966386,0.5780219780219781,0.48131868131868133,0.34285714285714286,0.5604395604395604
0.4939883645765998,0.08866671064971435,0.43697478991596633,0.6087912087912087,0.4505494505494505,0.3846153846153846,0.589010989010989
0.5130704589528119,0.10729712671881793,0.5126050420168067,0.6703296703296704,0.46153846153846156,0.34945054945054943,0.5714285714285715
0.5200840336134454,0.07661624911157135,0.5147058823529411,0.665934065934066,0.46593406593406594,0.45054945054945056,0.5032967032967034
0.5126050420168067,0.07119571154003188,0.5630252100840336,0.621978021978022,0.46153846153846156,0.42417582417582417,0.49230769230769234
0.5156625727213963,0.053358576755959314,0.5651260504201681,0.5934065934065934,0.4857142857142857,0.4593406593406594,0.47472527472527476
0.4950032320620556,0.08185290313940256,0.5651260504201681,0.5956043956043957,0.5010989010989011,0.36923076923076925,0.44395604395604393
0.4636069812540401,0.07595668754911662,0.5378151260504203,0.5472527472527473,0.4285714285714286,0.34065934065934067,0.46373626373626375
0.4761732385261797,0.09634109062900048,0.6050420168067226,0.5802197802197803,0.4175824175824176,0.3758241758241759,0.4021978021978022
