mean_test_score,std_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score
0.2261810805827033,0.10378487311023345,0.1,0.41379310344827586,0.18181818181818182,0.23529411764705882,0.2
0.23136596736596737,0.06944342149528304,0.23076923076923078,0.32,0.2727272727272727,0.2222222222222222,0.1111111111111111
0.27568831168831165,0.15823564221926883,0.1,0.2857142857142857,0.56,0.16,0.2727272727272727
0.267018315018315,0.15054319675432806,0.16,0.19047619047619047,0.5,0.1,0.38461538461538464
0.25028985507246376,0.11236474050445114,0.08333333333333333,0.2608695652173913,0.4,0.17391304347826086,0.3333333333333333
0.2839084426040948,0.06628919716121326,0.25,0.19047619047619047,0.34782608695652173,0.2608695652173913,0.37037037037037035
0.19794057794057793,0.09155890274306785,0.09523809523809523,0.1,0.3076923076923077,0.19047619047619047,0.2962962962962963
0.1984881784881785,0.09432865254259751,0.1,0.18181818181818182,0.3076923076923077,0.09523809523809523,0.3076923076923077
0.3132781012091357,0.10553713604521246,0.19047619047619047,0.4166666666666667,0.36363636363636365,0.18181818181818182,0.41379310344827586
0.24761904761904763,0.09233675918888244,0.09523809523809523,0.19047619047619047,0.3333333333333333,0.2857142857142857,0.3333333333333333
0.2611671437008768,0.05156649967139965,0.2727272727272727,0.17391304347826086,0.3333333333333333,0.25,0.27586206896551724
0.2363441309648206,0.07903731275152344,0.2727272727272727,0.09090909090909091,0.32,0.2222222222222222,0.27586206896551724
0.22243055915651197,0.07594217132121234,0.21052631578947367,0.09523809523809523,0.32,0.21052631578947367,0.27586206896551724
0.1646245739124996,0.0963522597026088,0.21052631578947367,0.0,0.2727272727272727,0.11764705882352941,0.2222222222222222
0.191916550268953,0.10095176987676834,0.2727272727272727,0.09090909090909091,0.34782608695652173,0.10526315789473684,0.14285714285714285
0.19033333333333333,0.0805316236246862,0.2857142857142857,0.09523809523809523,0.2857142857142857,0.125,0.16
0.2381010101010101,0.09863383498959481,0.4,0.24,0.2727272727272727,0.1111111111111111,0.16666666666666666
0.23890845996109156,0.04126175872870104,0.2857142857142857,0.23076923076923078,0.2857142857142857,0.21052631578947367,0.18181818181818182
0.24064069264069263,0.041765128168405434,0.3,0.24,0.19047619047619047,0.2,0.2727272727272727
0.21005118857750435,0.09342173958795769,0.38095238095238093,0.16,0.2222222222222222,0.10526315789473684,0.18181818181818182
0.2424064112851298,0.09553662863157193,0.38095238095238093,0.08695652173913043,0.2727272727272727,0.21052631578947367,0.2608695652173913
0.20845522898154475,0.10978319201792194,0.38095238095238093,0.08333333333333333,0.2,0.10526315789473684,0.2727272727272727
0.22178905762429788,0.12653058456664829,0.43478260869565216,0.09090909090909091,0.21052631578947367,0.1,0.2727272727272727
0.18712340799297325,0.12454249470217833,0.36363636363636365,0.0,0.2,0.1111111111111111,0.2608695652173913
0.20931677018633538,0.06344163388697628,0.2857142857142857,0.16666666666666666,0.2222222222222222,0.1111111111111111,0.2608695652173913
0.16007911936704505,0.09156227809797612,0.2222222222222222,0.0,0.21052631578947367,0.11764705882352941,0.25
0.1743961352657005,0.10800791553492174,0.3,0.0,0.2,0.1111111111111111,0.2608695652173913
0.21666666666666665,0.16399214626402442,0.5,0.0,0.19047619047619047,0.14285714285714285,0.25
0.19945887445887447,0.1649513973120484,0.5,0.0,0.19047619047619047,0.125,0.18181818181818182
0.1997405918889295,0.11357583118818207,0.4166666666666667,0.1,0.19047619047619047,0.11764705882352941,0.17391304347826086
0.1920050125313283,0.11818652832297961,0.4166666666666667,0.10526315789473684,0.2,0.14285714285714285,0.09523809523809523
0.2111965811965812,0.1361038050340936,0.46153846153846156,0.1,0.1111111111111111,0.13333333333333333,0.25
0.14409218232747645,0.14210834888630744,0.4166666666666667,0.09523809523809523,0.0,0.11764705882352941,0.09090909090909091
0.1898510128689157,0.12677291885296782,0.43478260869565216,0.09523809523809523,0.1111111111111111,0.11764705882352941,0.19047619047619047
0.20771929824561403,0.15041381310870242,0.5,0.1,0.10526315789473684,0.13333333333333333,0.2
0.21222222222222223,0.1082064784350209,0.4166666666666667,0.1111111111111111,0.2,0.13333333333333333,0.2
0.17904761904761904,0.16099464083135576,0.47619047619047616,0.0,0.09523809523809523,0.13333333333333333,0.19047619047619047
