mean_test_score,std_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score
0.6583333333333333,0.03864007706456542,0.625,0.6458333333333334,0.625,0.7291666666666666,0.6666666666666666
0.6541666666666667,0.04082482904638629,0.5833333333333334,0.6458333333333334,0.6666666666666666,0.7083333333333334,0.6666666666666666
0.6625,0.06897060565519522,0.625,0.6875,0.7708333333333334,0.5625,0.6666666666666666
0.6583333333333333,0.07523112535528244,0.5625,0.6458333333333334,0.7916666666666666,0.625,0.6666666666666666
0.6416666666666666,0.06897060565519521,0.5416666666666666,0.6458333333333334,0.75,0.6041666666666666,0.6666666666666666
0.6500000000000001,0.02041241452319315,0.625,0.6458333333333334,0.6875,0.6458333333333334,0.6458333333333334
0.6208333333333333,0.015590239111558117,0.6041666666666666,0.625,0.625,0.6458333333333334,0.6041666666666666
0.6208333333333333,0.008333333333333349,0.625,0.625,0.625,0.6041666666666666,0.625
0.6666666666666667,0.034860834438919824,0.6458333333333334,0.7083333333333334,0.7083333333333334,0.625,0.6458333333333334
0.6375,0.038640077064565424,0.6041666666666666,0.6458333333333334,0.6666666666666666,0.6875,0.5833333333333334
0.65,0.06373774391990981,0.6666666666666666,0.6041666666666666,0.6666666666666666,0.75,0.5625
0.6333333333333334,0.05368374469468803,0.6666666666666666,0.5833333333333334,0.6458333333333334,0.7083333333333334,0.5625
0.6375,0.04859126579037751,0.6875,0.6041666666666666,0.6458333333333334,0.6875,0.5625
0.6375,0.05368374469468801,0.6875,0.5833333333333334,0.6666666666666666,0.6875,0.5625
0.6166666666666667,0.06795627679291703,0.6666666666666666,0.5833333333333334,0.6875,0.6458333333333334,0.5
0.65,0.05651941652604392,0.6875,0.6041666666666666,0.6875,0.7083333333333334,0.5625
0.6416666666666666,0.040397332145136064,0.6875,0.6041666666666666,0.6666666666666666,0.6666666666666666,0.5833333333333334
0.6541666666666667,0.042898458920779155,0.6875,0.5833333333333334,0.6875,0.6875,0.625
0.6583333333333333,0.03385016001931652,0.7083333333333334,0.6041666666666666,0.6458333333333334,0.6666666666666666,0.6666666666666666
0.6541666666666667,0.05980291706003052,0.7291666666666666,0.5625,0.7083333333333334,0.6458333333333334,0.625
0.6583333333333333,0.05527707983925666,0.7291666666666666,0.5625,0.6666666666666666,0.6875,0.6458333333333334
0.65,0.06095307849303248,0.7291666666666666,0.5416666666666666,0.6666666666666666,0.6458333333333334,0.6666666666666666
0.6583333333333333,0.050346024889977366,0.7291666666666666,0.5833333333333334,0.6875,0.625,0.6666666666666666
0.6458333333333333,0.05590169943749476,0.7083333333333334,0.5416666666666666,0.6666666666666666,0.6666666666666666,0.6458333333333334
0.6583333333333334,0.04289845892077916,0.6875,0.5833333333333334,0.7083333333333334,0.6666666666666666,0.6458333333333334
0.6625,0.04039733214513609,0.7083333333333334,0.6041666666666666,0.6875,0.6875,0.625
0.6458333333333333,0.05590169943749476,0.7083333333333334,0.5416666666666666,0.6666666666666666,0.6666666666666666,0.6458333333333334
0.6708333333333334,0.067700320038633,0.75,0.5833333333333334,0.6458333333333334,0.75,0.625
0.6625000000000001,0.05951190357119041,0.75,0.5833333333333334,0.6458333333333334,0.7083333333333334,0.625
0.6541666666666667,0.03864007706456545,0.7083333333333334,0.625,0.6458333333333334,0.6875,0.6041666666666666
0.675,0.0503460248899774,0.7083333333333334,0.6458333333333334,0.6666666666666666,0.75,0.6041666666666666
0.6708333333333333,0.04249182927993987,0.7083333333333334,0.625,0.6666666666666666,0.7291666666666666,0.625
