,HPA034631_SBA1_rep1,HPA000898_SBA1_rep1,HPA040323_SBA1_rep1,HPA059367_SBA1_rep1,HPA006360_SBA1_rep1,HPA072123_SBA1_rep1,HPA063011_SBA1_rep1,HPA070467_SBA1_rep1,HPA036898_SBA1_rep1,HPA041390_SBA1_rep1,HPA067758_SBA1_rep1,HPA001425_SBA2_rep1,HPA028487_SBA2_rep1,HPA022128_SBA2_rep1,HPA046579_SBA2_rep1,HPA035933_SBA2_rep1,HPA008241_SBA2_rep1,HPA028414_SBA2_rep1,HPA017380_SBA2_rep1,HPA008395_SBA2_rep1,HPA051694_SBA2_rep1,HPA011165_SBA3_rep1,HPA055478_SBA3_rep1,HPA044540_SBA3_rep1,HPA047151_SBA3_rep1,HPA044620_SBA3_rep1,HPA047248_SBA3_rep1,HPA055767_SBA3_rep1,HPA024575_SBA4_rep1,HPA001373_SBA4_rep1,HPA035029_SBA4_rep1,HPA004248_SBA4_rep1,HPA006983_SBA4_rep1,HPA041471_SBA4_rep1,HPA027735_SBA4_rep1,HPA014326_SBA4_rep1,HPA049320_SBA4_rep1
0,12.2739615229528,12.3215929421949,12.5134440757412,12.3985642709077,12.3688670605781,12.2433283625457,12.3077922628425,12.393443889363,12.2465637489083,12.4561603911081,12.3288094343845,11.6304905555891,11.6131828564622,11.9598553902124,11.828636679241,12.08397292172745,11.770114340709,11.6417390105178,11.8813299981589,11.6940109091814,11.6612515613816,12.72328814431662,12.648159332423,12.653836339371031,12.539501982685852,12.8716530418423,12.8242748050312,12.686544511150212,12.73759939,12.446111410999995,12.5579332618,12.366310231499996,12.43828888,12.39808377,12.54083218,12.49491541,12.54330143
1,12.2832048722146,12.3833623398458,12.4438103965474,12.3812483461799,12.4011989345896,12.232599082449,12.35863420086,12.3851917950467,12.3056902028073,12.4060543280385,12.2854778957692,11.6138461517069,11.6434408621417,12.2182621212872,11.7799626091316,12.2267147916047,11.5629044956714,11.2308506174335,11.9422282957141,11.6122039275183,11.7051292319191,12.7477961287452,12.6374184393229,12.64399383025484,12.552961986704894,12.7733636942681,12.6843617310862,12.673233658561601,12.756757258700006,12.32439363,12.517018813399998,12.47709087,12.41233498,12.40509024,12.52969211,12.5413788,12.39081634
2,12.3765453681086,12.3245564277125,12.3761429448487,12.6350659161448,12.3611771013444,12.1296023825562,12.5941934874741,12.4401637696543,12.2437003492618,12.6878360116669,12.3096969323949,11.7750464934893,11.5096646144644,11.7750464934893,11.632641738917,12.0533069935508,11.7246920891414,11.81845561614,11.8665482696971,11.5946113209699,11.7455788289399,12.6507024332629,12.6167282714615,12.640479200846,12.5794958961617,12.6227002847377,12.5341150446789,12.6561129156715,12.939643532700002,12.400890662099991,12.4742176692,12.3191398466,12.58959014,12.41597222,12.49311178,12.70597742,12.4644676
3,12.3476824559488,12.4316931172837,12.4496585052392,12.4563817665285,12.3924724117766,12.3339046644331,12.2925359669808,12.4973994991925,12.2885978609362,12.4964204023388,12.3161319435771,11.5615050740498,11.6431522633106,12.0184449306125,11.8100357984156,12.1929022552273,11.6724757416615,11.6176271092369,11.9795611365707,11.689536405167,11.7685678021075,12.6052128386621,12.6420937720986,12.6857487702727,12.5620347048005,12.8418064555252,12.5412162196438,12.7758224882322,12.80851813,12.50656646,12.51600587,12.51622465,12.58268573,12.40277372,12.67836964,12.42498564,12.56080391
4,12.3513142144879,12.2739497186994,12.4178712009839,12.5668524580626,12.4780313915918,12.2719129642972,12.352596655231,12.3503974569169,12.1629039113231,12.556698774372,12.329887391107,11.6284309827624,11.5602406602856,12.1122512014891,11.8760692735473,12.23286527681022,11.6362518026424,11.5939268652677,11.9938985638826,11.6485073270264,11.7115389085749,12.677157991884,12.7076525008239,12.6228430282418,12.6492671636796,12.7990769211798,12.5788499884785,12.7484442615231,13.06634046,12.52674151,12.49571253,12.439558,12.74178869,12.47533606,12.51674812,12.67900625,12.58393393
5,12.3056306456516,12.2873362655336,12.5880073312848,12.6335165740929,12.323612820945284,12.2382797185305,12.3488806384338,12.4044584416338,12.2608280693424,12.546743187501695,12.3925149345623,11.7632503320336,11.5286875536879,11.8196434710646,11.556216088026,11.874421858744,11.7051443436828,11.8176577935348,11.7956782291726,11.601234638688,11.8491839466847,12.6632107496727,12.6224371788971,12.7008968373834,12.4606963297737,12.5637003767358,12.4643590457422,12.6426730736598,12.84802423,12.54661851,12.50705743,12.26888847,12.6574081,12.43949709,12.48800817,12.73641419,12.50761407
6,12.2467118790875,12.2984771798257,12.4365666503405,12.6956014239608,12.3259015932347,12.1185367913401,12.3248138859891,12.4471602833585,12.1800716440626,12.6515118141369,12.3307868486988,11.609464055652,11.4892254329186,11.9831149778792,11.8573676020279,12.01783995933376,11.7845035712896,11.6691955503074,11.895698451519,11.6532606838822,11.7373642215906,12.6939551759013,12.7117927981238,12.6163984527743,12.4833592051349,12.7043860872553,12.599689278338,12.6078031651938,12.97909769,12.467268494199995,12.492340524200007,12.34821331,12.64549858,12.36800524,12.48696558,12.71996587,12.48120054
7,12.309260949683,12.3804924771067,12.4158397549368,12.4824779878097,12.3541206223422,12.2716286973157,12.3530947452767,12.3114727714958,12.2597090279502,12.4686946453104,12.3542866393563,11.8254333624704,11.6232728251734,11.7970810611479,11.7325424493868,11.7331752823617,11.8218411373324,11.6633757757379,11.8731725289465,11.7038088251449,11.7970810611479,12.69656599387,12.6836277115884,12.7490518724145,12.5448014497095,12.6105406411148,12.5708023530267,12.5282490368457,12.794451504100003,12.39629016,12.47451295,12.43924243,12.57702076,12.34666408,12.55257007,12.56931188,12.40367718
8,12.3534236284538,12.3555982488317,12.3803014167875,12.4175768666109,12.2611233353838,12.2587842370847,12.3360859504347,12.3113975364846,12.3400119667472,12.3763562227584,12.3454504146658,11.5328415061295,11.5352868811132,11.9884519507049,11.7981680074491,12.056651108880253,11.6976147060734,11.721810037251,11.8875187261369,11.6411323639339,11.7576987904632,12.5540286678573,12.6682336769896,12.5742330486754,12.4636851608425,12.8054721861018,12.5055459744579,12.6737880363568,12.817467781700007,12.466708936300003,12.4899883,12.30341359,12.51858589,12.35989819,12.5435914,12.61085258,12.39132084
9,12.2312299651475,12.3122274869002,12.50573727615,12.4389339884449,12.3844535039584,12.1776023597311,12.3395512041756,12.3057370413435,12.2765580478935,12.3869140139433,12.4023185642187,11.5862639137704,11.5730249057278,12.0438057007459,11.7819605638871,12.2175051476352,11.6147636438251,11.416559294339,11.9940330422187,11.6750622100095,11.636845564262,12.8069194168768,12.6684502070676,12.7557874892312,12.4022740603557,12.570425608114,12.5419851782891,12.614767318508198,12.62764653,12.421532195300008,12.47793231,12.42652542,12.37523233,12.40852215,12.54066121,12.4426761,12.47644979
